대명에너지|2022/03/16|-|%|-|-%|-|%|예정
지투파워|2022/03/14|-|%|-|-%|-|%|예정
브이씨|2022/02/24|-|%|-|-%|-|%|예정
바이오에프디엔씨|2022/02/21|-|%|28000|-%|-|%|예정
한국스팩10호|2022/02/21|-|%|2000|-%|-|%|예정
인카금융서비스|2022/02/16|-|%|18000|-%|-|%|예정
나래나노텍|2022/02/08|-|%|17500|-%|-|%|예정
아셈스|2022/02/07|-|%|8000|-%|-|%|예정
코리아에스이|2008/07/15|-|%|5500|%|6100|10.91%|5190
슈프리마|2008/07/11|-|%|27100|%|24400|-9.96%|23100
명문제약|2008/07/10|-|%|6000|%|5400|-10%|4700
이스트소프트|2008/07/01|-|%|9800|%|16000|63.27%|13600
서울옥션|2008/07/01|-|%|11000|%|9900|-10%|8420
비유와상징|2008/06/30|-|%|33000|%|29700|-10%|25250
씨디아이홀딩스|2008/06/27|-|%|33000|%|35100|6.36%|40350
윌덱스|2008/06/19|-|%|10000|%|9000|-10%|10350
쎄트렉아이|2008/06/13|-|%|43000|%|48000|11.63%|40800
브리지텍|2008/06/04|-|%|3100|%|3200|3.23%|3495
고영테크놀러지|2008/06/03|20500|2.24%|11500|78.26%|10350|-10%|10300
제이씨엔터테인먼트|2008/05/30|-|%|10500|%|10500|0%|8950
세미텍|2008/05/23|-|%|5000|%|5710|14.2%|5200
테스|2008/05/20|-|%|34000|%|38500|13.24%|32750
우진비앤지|2008/05/20|-|%|4000|%|7700|92.5%|6550
예스이십사|2008/05/07|-|%|6300|%|10000|58.73%|8500
엘디티|2008/05/02|-|%|3800|%|7250|90.79%|8330
실리콘화일|2008/04/25|-|%|6000|%|6100|1.67%|7010
메타바이오메드|2008/04/15|-|%|9000|%|12500|38.89%|10650
효성오앤비|2008/04/08|-|%|7500|%|9950|32.67%|8460
네패스신소재|2008/04/04|-|%|4400|%|7650|73.86%|8790
제너시스템즈|2008/03/26|-|%|3500|%|4700|34.29%|3995
텔레필드|2008/02/01|-|%|5000|%|5000|0%|4840
넥실리온|2008/01/30|-|%|3500|%|4200|20%|3610
코웰이홀딩스|2008/01/29|-|%|2000|%|1900|-5%|1615
네오엠텔|2008/01/25|-|%|8500|%|10000|17.65%|8500
마이스코|2008/01/25|-|%|18000|%|18000|0%|16650
엔케이|2008/01/24|-|%|10000|%|9000|-10%|10350
에스맥|2008/01/23|-|%|3500|%|3410|-2.57%|3450
일신랩|2007/12/26|-|%|4500|%|6000|33.33%|5100
쎄믹스|2007/12/26|-|%|3300|%|3900|18.18%|3315
미성포리테크|2007/12/20|-|%|6300|%|5900|-6.35%|5020
서원인텍|2007/12/20|-|%|6000|%|5500|-8.33%|5560
이씨에스텔레콤|2007/12/18|-|%|2500|%|3200|28%|2720
대창메탈|2007/12/17|-|%|6500|%|8500|30.77%|7230
한전KPS|2007/12/14|-|%|13300|%|17100|28.57%|19650
위즈위드|2007/12/05|-|%|5200|%|5650|8.65%|6490
성진지오텍|2007/11/29|-|%|14000|%|13400|-4.29%|11400
화풍방직|2007/11/26|-|%|5600|%|6300|12.5%|7240
세실|2007/11/20|-|%|11000|%|9900|-10%|11350
알에프세미|2007/11/20|-|%|4800|%|4600|-4.17%|5290
디엔에프|2007/11/16|-|%|12000|%|10800|-10%|9200
씨모텍|2007/11/14|-|%|23000|%|25000|8.7%|23000
제이에스전선|2007/11/12|-|%|24000|%|48000|100%|40800
일진정공|2007/11/06|-|%|5200|%|10400|100%|11950
비엠티|2007/11/02|-|%|8000|%|7200|-10%|8280
쉘라인|2007/11/01|-|%|17400|%|15700|-9.77%|13350
기신정기|2007/10/30|-|%|10000|%|14800|48%|12600
이엠코리아|2007/10/29|-|%|8500|%|9390|10.47%|7990
이엘케이|2007/10/29|-|%|10000|%|9000|-10%|7650
KSS해운|2007/10/26|-|%|65000|%|130000|100%|149500
효성ITX|2007/10/25|-|%|5000|%|10000|100%|11500
현우산업|2007/10/24|-|%|6800|%|6500|-4.41%|5530
다믈멀티미디어|2007/10/19|-|%|4500|%|5300|17.78%|6090
디아이씨|2007/10/18|-|%|63000|%|61000|-3.17%|51900
에스에너지|2007/10/16|-|%|19000|%|38000|100%|43700
성우전자|2007/10/12|-|%|11000|%|9900|-10%|8420
제이엠텔레콤|2007/10/12|-|%|5700|%|5700|0%|6550
엘지에스|2007/10/12|-|%|11000|%|9900|-10%|8420
오디텍|2007/10/08|-|%|10000|%|9320|-6.8%|9080
미래나노텍|2007/10/01|-|%|37000|%|38000|2.7%|32300
상보|2007/10/01|-|%|15000|%|16500|10%|14100
아이에스시테크놀러지|2007/10/01|-|%|21000|%|18900|-10%|16100
네오티스|2007/10/01|-|%|11500|%|11500|0%|9800
바이오톡스텍|2007/09/21|-|%|5500|%|7900|43.64%|9080
에스티엑스팬오션|2007/09/21|-|%|1720|%|1775|3.2%|2040
옴니시스템|2007/09/19|-|%|6500|%|7160|10.15%|6090
연이정보통신|2007/09/19|-|%|4000|%|3670|-8.25%|3120
푸른기술|2007/09/14|-|%|12500|%|12500|0%|14350
웨이브일렉트로닉스|2007/09/12|-|%|10000|%|10100|1%|8600
넥스지|2007/08/20|-|%|9600|%|12000|25%|10200
빅솔론|2007/08/20|-|%|10000|%|12000|20%|10200
3노드디지탈|2007/08/17|-|%|2500|%|3000|20%|3450
에스엔케이폴리텍|2007/07/30|-|%|8900|%|12500|40.45%|14350
아구스|2007/07/27|-|%|14500|%|19850|36.9%|16950
아로마소프트|2007/07/25|-|%|8200|%|12900|57.32%|11000
에코프로|2007/07/20|-|%|9000|%|16000|77.78%|18400
바로비젼|2007/07/20|-|%|8900|%|12000|34.83%|11700
메모리앤테스팅|2007/07/18|-|%|8000|%|15900|98.75%|13550
컴투스|2007/07/06|-|%|12000|%|24000|100%|20400
디지텍시스템스|2007/07/04|-|%|21000|%|37500|78.57%|43100
삼성카드|2007/06/27|-|%|48000|%|62200|29.58%|61200
넥스트칩|2007/06/26|-|%|15700|%|31400|100%|26700
엔텔스|2007/06/20|-|%|10000|%|20000|100%|23000
풍강|2007/06/01|-|%|3700|%|7300|97.3%|7800
케이프|2007/05/29|-|%|18000|%|36000|100%|30600
동국제약|2007/05/29|-|%|14000|%|28000|100%|32200
상신이디피|2007/05/23|-|%|7000|%|14000|100%|11900
잘만테크|2007/05/22|-|%|14000|%|24000|71.43%|24100
한라레벨|2007/05/22|-|%|8600|%|17200|100%|19750
에버테크노|2007/05/22|-|%|5200|%|8000|53.85%|8200
에프알텍|2007/05/18|-|%|3300|%|6000|81.82%|6900
이엠텍|2007/05/02|-|%|7100|%|11000|54.93%|9350
이트레이드증권|2007/02/21|-|%|6500|%|13000|100%|14950
오스템임플란트|2007/02/07|-|%|15000|%|16400|9.33%|17050
나노캠텍|2007/01/30|-|%|7000|%|13000|85.71%|11050
네오팜|2007/01/30|-|%|8000|%|12100|51.25%|10800
비에이치|2007/01/26|-|%|4600|%|4805|4.46%|4020
젯텍|2007/01/10|-|%|7000|%|8500|21.43%|9770
동아엘텍|2007/01/03|-|%|6000|%|7020|17%|6250
신양엔지니어링|2006/12/27|-|%|9100|%|9400|3.3%|10800
아비스타|2006/12/26|-|%|11100|%|13200|18.92%|11300
디앤티|2006/12/22|-|%|6200|%|9100|46.77%|7740
펜타마이크로|2006/12/19|-|%|10200|%|14000|37.25%|11900
휴온스|2006/12/19|-|%|9300|%|17100|83.87%|14550
한국컴퓨터|2006/12/13|-|%|23500|%|37000|57.45%|42550
파트론|2006/12/13|-|%|8300|%|10150|22.29%|11650
유니테스트|2006/12/05|-|%|22000|%|28000|27.27%|23800
다사테크|2006/12/05|-|%|12000|%|24000|100%|27600
에스에이티|2006/11/28|-|%|5200|%|10400|100%|11950
큐에스아이|2006/11/24|-|%|6800|%|13600|100%|11600
크레듀|2006/11/16|-|%|24000|%|48000|100%|55200
주연테크|2006/11/15|-|%|6400|%|10200|59.38%|11700
화신테크|2006/11/10|-|%|2700|%|5400|100%|6210
고려반도체시스템|2006/11/08|-|%|5500|%|8000|45.45%|9200
인천도시가스|2006/11/07|-|%|19000|%|34000|78.95%|28950
성창에어텍|2006/11/03|-|%|3400|%|6000|76.47%|6400
넥스턴|2006/11/01|-|%|4100|%|4600|12.2%|5290
제이티|2006/10/27|-|%|2700|%|4000|48.15%|3400
이녹스|2006/10/20|-|%|6500|%|9630|48.15%|8290
광진윈텍|2006/10/20|-|%|2600|%|5200|100%|5980
삼정펄프|2006/10/17|-|%|29000|%|55400|91.03%|48500
용현비엠|2006/10/10|-|%|9000|%|13000|44.44%|11400
바텍|2006/09/28|-|%|6700|%|8920|33.13%|9000
엠디에스테크놀로지|2006/09/26|-|%|13000|%|17500|34.62%|20100
현대EP|2006/09/25|-|%|18500|%|37000|100%|42550
평산|2006/08/22|-|%|15500|%|24400|57.42%|21400
엘씨텍|2006/08/08|-|%|1500|%|3000|100%|3450
지오텔|2006/08/01|-|%|9800|%|9250|-5.61%|7870
트라이콤|2006/07/25|-|%|4800|%|4320|-10%|3675
젠트로|2006/07/25|-|%|2200|%|2400|9.09%|2760
티엘아이|2006/07/25|-|%|11400|%|11000|-3.51%|9820
엑스씨이|2006/07/21|-|%|7500|%|6900|-8%|6850
한국전자금융|2006/07/14|-|%|20500|%|32950|60.73%|28050
미디어플렉스|2006/07/07|-|%|24000|%|37500|56.25%|34800
팬엔터테인먼트|2006/07/07|-|%|7000|%|9900|41.43%|8420
맥스엔지니어링|2006/07/04|-|%|2900|%|4285|47.76%|3645
사이버패스|2006/07/04|-|%|5200|%|4860|-6.54%|4140
인포뱅크|2006/07/04|-|%|4600|%|4610|0.22%|3920
켐트로닉스|2006/01/17|-|%|9500|%|9800|3.16%|11250
오스코텍|2006/01/17|-|%|9000|%|13000|44.44%|14950
